51.308,60.893,49.973,73.781,45.272,61.733,60.067,61.394,58.087,63.129,54.986,54.105,58.829,52.978,57.446,65.618,62.183,60.267,46.487,56.849,62.393,53.447,47.041,59.842,55.599,60.6,64.697,45.473,50,64.832,67.576,59.67,55.659,43.226,63.382,51.545,59.265,52.402,59.874,62.776,50.28,61.147,62.536,61.137,51.46,56.705,53.791,53.437,63.532,63.966,53.049,63.171,66.217,50.095,52.757,52.164,57.618,62.516,62.605,54.311,67.34,70.764,63.276,53.514,55.386,50.629,56.174,55.836,49.76,57.445,44.553,66.26,66.95,61.202,58.259,62.637,47.95,59.934,61.712,49.402,47.224,57.258,55.556,65.498,55.776,59.609,58.49,58.604,60.43,66.021,59.153,56.12,44.397,56.452,53.238,60.056,55.711,54.942,50.57,60.725,50.086,51.92,45.375,47.741,53.725,75.338,53.742,50.802,57.592,66.964,55.208,65.009,62.893,64.602,54.372,53.395,58.602,62.558,56.901,54.822,46.566,55.701,49.981,62.861,56.005,66.085,59.763,57.016,63.195,50.434,61.268,60.629,60.525,55.077,59.812,56.282,60.938,57.025,62.921,51.993,58.027,67.685,62.032,55.956,74.202,61.504,55.25,57.118,66.955,67.408,57.625,48.972,65.497,55.508,63.581,52.479,62.819,65.028,51.016,52.003,51.723,62.53,63.354,54.081,60.823,51.471,56.577,60.048,71.172,49.898,46.513,62.234,56.986,61.572,61.967,58.658,56.034,69.488,60.474,66.072,65.669,60.817,55.346,52.825,60.279,47.315,65.816,55.107,57.67,55.732,61.442,56.336,50.405,65.756,58.682,56.696,60.991,53.17,53.503,51.312
56.977,60.373,49.867,71.103,45.61,61.122,64.898,57.25,64.548,64.519,48.449,57.687,56.293,55.917,57.515,60.934,56.55,69.921,49.673,59.408,62.643,46.092,49.286,66.992,55.111,57.538,60.905,47.059,45.997,60.539,64.424,60.859,52.8,44.524,60.209,49.949,55.471,55.084,55.82,60.936,48.61,56.534,60.347,58.524,59.081,65.402,56.083,48.129,63.745,62.687,53.308,62.843,56.33,49.892,42.839,50.129,53.255,58.75,64.89,59.604,65.183,63.004,58.712,50.894,57.563,49.593,55.142,58.905,53.647,54.605,46.636,61.672,71.791,62.564,60.399,60.876,47.724,60.245,55.29,43.645,45.816,51.061,60.318,65.983,53.511,59.038,53.798,58.73,59.232,58.133,62.441,58.977,43.416,66.34,50.484,55.194,48.459,57.801,59.435,59.561,48.817,51.576,49.311,47.107,53.649,71.746,51.672,51.719,58.415,65.74,65.393,70.03,60.506,67.785,43.094,58.902,59.247,66.127,54.479,54.152,44.113,53.584,46.062,64.15,59.293,65.009,55.162,60.736,69.982,54.491,61.171,60.484,66.408,60.866,60.238,53.719,57.931,53.406,55.576,51.09,59.925,69.677,63.153,55.896,70.279,59.855,53.515,59.872,64.826,65.191,58.902,41.521,62.294,53.982,59.88,54.246,62.15,66.995,52.109,49.735,52.322,68.671,58.532,50.347,59.105,54.997,57.407,60.841,69.07,56.401,50.771,62.451,61.866,61.95,63.746,60.817,57.606,62.087,63.405,62.184,71.493,62.13,58.335,52.722,59.367,54.397,65.811,49.638,61.868,53.753,63.987,55.773,46.567,64.34,59.641,62.493,64.904,50.328,58.031,54.105
55.277,62.083,50.844,72.482,51.597,64.893,62.765,59.671,62.184,61.058,50.086,57.672,56.127,62.822,59.257,59.395,55.443,68.911,44.517,57.993,56.808,47.509,52.531,63.853,60.614,55.813,66.098,49.791,38.788,67.188,62.579,60.425,48.701,42.274,65.169,53.031,54.148,56.154,56.259,59.284,52.216,58.259,67.505,60.875,59.543,69.942,61.914,50.863,59.535,62.715,45.679,65.062,62.648,57.777,41.505,57.337,53.916,57.177,61.094,61.791,63.146,67.48,55.141,44.121,60.809,50.128,52.566,61.252,56.578,52.821,45.279,62.313,74.371,61.831,65.391,54.565,49.865,63.701,51.869,42.535,42.108,52.847,63.451,70.52,51.316,63.529,53.286,58.43,56.365,57.909,66.567,61.003,46.122,63.03,49.599,54.845,46.416,52.221,61.19,63.089,50.957,54.7,48.393,50.279,62.277,67.99,47.752,55.366,58.594,65.671,69.666,73.106,61.621,66.488,45.066,57.728,59.219,65.74,53.007,56.121,46.855,58.922,46.61,61.835,59.185,69.457,54.996,66.173,70.737,54.676,63.222,60.243,64.942,67.346,63.129,55.242,56.361,53.124,53.635,44.659,52.926,70.903,66.457,54.771,76.585,63.714,57.511,64.567,72.057,65.93,58.353,42.15,57.49,50.28,60.47,53.264,65.384,63.45,55.239,54.116,50.159,65.532,55.928,56.97,62.085,62.624,56.687,63.115,64.648,58.313,58.064,65.284,57.009,63.169,57.483,65.682,57.261,62.714,68.276,65.208,71.303,61.483,51.7,50.273,60.108,62.618,64.086,45.186,61.649,56.944,65.072,58.052,45.632,65.177,62.328,61.527,62.251,51.882,55.217,54.788
58.345,62.631,45.37,77.721,45.967,68.67,56.286,61.723,64.752,66.171,50.795,60.145,54.573,60.706,59.794,61.328,62.11,68.622,48.278,54.746,52.561,49.458,52.703,63.903,61.899,59.975,61.256,54.377,38.491,66.238,60.247,60.901,42.712,39.176,68.391,57.541,53.877,49.842,61.469,55.905,55.437,65.281,67.258,56.78,59.293,69.243,67.494,50.158,56.349,56.541,49.396,68.335,60.328,59.724,41.31,52.769,60.453,52.147,70.25,67.015,58.392,69.884,60.914,41.356,57.696,58.824,57.668,56.561,55.669,56.87,44.239,57.296,71.1,61.216,63.881,58.883,50.642,66.859,49.24,42.333,42.534,52.416,62.593,71.938,53.461,64.278,53.823,54.72,54.615,59.279,62.654,55.938,42.464,59.202,51.829,51.938,48.764,47.313,65.292,61.6,57.995,55.645,47.329,53.151,66.18,65.517,48.294,55.81,62.178,71.323,72.197,72.576,63.046,77.645,38.116,56.689,53.917,69.759,52.559,60.324,44.153,53.132,50.176,60.779,56.831,71.119,56.128,66.411,65.632,54.565,62.226,59.354,56.035,68.428,64.695,52.8,57.895,51.252,57.552,51.304,58.267,70.315,60.662,53.719,83.461,62.741,53.003,62.199,67.417,65.099,53.795,36.458,61.932,53.421,54.886,54.269,67.116,64.58,47.312,55.179,47.676,60.67,55.402,53.601,60.97,64.614,55.114,64.186,66.111,60.053,55.971,65.801,62.764,63.266,56.635,70.017,58.891,65.036,68.954,62.444,72.834,65.911,47.88,52.224,65.922,65.749,63.168,54.799,62.056,59.67,65.578,56.584,52.268,62.941,60.649,65.22,69.454,50.413,55.48,60.062
61.074,59.819,41.332,74.352,37.973,69.144,52.783,62.413,67.956,68.592,54.456,56.685,55.688,63.794,60.696,58.87,52.546,69.265,48.139,58.096,52.494,48.851,52.908,64.287,58.595,56.574,61.853,53.159,36.018,67.076,63.032,61.599,45.621,38.406,66.445,56.462,55.972,52.051,60.268,54.491,53.978,62.124,70.946,57.736,55.962,68.743,68.089,44.545,57.272,52.469,39.587,68.536,56.518,53.801,40.926,46.582,63.651,49.543,70.596,68.545,62.369,70.377,61.351,40.671,56.387,64.964,58.663,52.456,52.747,50.36,46.95,57.831,71.806,60.356,64.234,59.958,50.87,66.146,48.872,43.915,46.763,53.345,62.47,76.509,52.817,68.801,57.11,56.314,54.831,61.703,59.219,57.605,44.947,57.571,52.446,53.756,44.515,42.371,63.862,61.586,55.67,53.147,45.376,52.033,66.899,62.899,46.726,59.451,64.684,71.512,66.126,73.532,65.011,78.884,41.805,65.401,58.214,68.918,63.12,58.085,43.34,48.777,48.801,57.487,58.628,74.832,59.137,63.961,62.478,66.894,64.442,62.123,60.072,68.331,64.079,55.502,65.451,48.31,58.656,46.06,56.567,66.273,59.915,55.128,85.763,56.189,54.526,60.531,61.103,62.76,53.991,30.99,61.037,47.016,54.843,54.656,64.55,54.768,51.999,54.289,45.98,61.382,53.779,55.448,61.042,64.208,53.35,63.105,67.518,64.16,51.367,64.64,60.34,63.707,56.538,71.172,66.889,65.985,72.824,65.919,68.496,66.427,51.398,54.108,63.794,70.03,65.806,50.943,61.689,59.239,59.483,60.917,57.511,63.529,53.863,61.035,72.389,49.114,55.474,63.046
64.016,57.307,41.801,76.928,38.289,70.766,51.888,57.103,69.29,73.235,50.263,56.428,57.45,64.748,64.043,57.929,56.721,72.408,48.214,54.088,49.978,52.033,51.913,63.154,60.113,53.513,61.36,52.52,33.599,66.399,67.2,59.582,44.102,38.727,63.691,58.729,47.957,53.23,60.95,57.044,53.914,65.243,73.978,53.221,54.404,67.634,71.445,48.899,51.573,56.216,48.415,67.064,58.7,53.317,43.255,35.045,58.486,52.156,74.923,68.944,66.194,70.067,63.272,45.602,48.039,71.512,54.946,52.314,56.681,40.195,43.988,54.476,75.864,60.625,64.29,67.795,49.661,60.107,44.256,48.22,44.45,49.062,67.554,73.918,56.526,68.149,55.395,55.329,55.609,64.181,63.94,53.849,45.792,58.291,53.572,52.158,49.226,45.151,62.839,59.1,59.906,53.289,52.813,48.747,64.629,64.288,50.652,58.699,63.431,76.244,66.385,73.968,74.391,78.201,36.382,63.391,56.367,68.659,64.877,58.364,44.228,47.551,48.629,52.089,62.402,68.324,54.441,66.487,58.441,70.684,70.847,55.63,53.394,70.484,67.988,61.456,64.006,54.814,58.695,49.041,54.466,66.098,59.526,51.061,84.246,57.67,53.394,59.544,66.073,62.888,55.569,36.571,61.038,44.23,53.466,57.154,62.653,52.577,55.799,49.879,52.537,59.86,58.556,59.179,55.784,66.51,56.347,72.3,69.955,60.428,56.651,67.117,60.883,66.066,56.806,67.543,69.076,65.62,75.287,70.864,59.507,65.004,53.822,59.303,59.608,71.058,64.506,50.553,65.293,62.13,56.857,55.279,62.646,57.519,52.067,61.763,74.723,50.608,56.443,65.625
66.021,64.058,55.12,76.155,42.399,66.252,54.197,59.77,72.233,75.575,58.258,58.353,56.269,64.394,63.984,52.821,54.142,65.461,55.921,54.824,49.506,43.83,51.184,60.807,71.396,53.012,54.29,52.892,40.308,72.788,67.233,61.95,40.565,41.219,74.555,59.467,50.297,51.883,67.89,66.734,54.671,80.412,73.431,58.553,57.51,65.288,68.819,47.931,57.231,60.436,52.181,68.426,56.466,56.658,32.271,37.626,55.268,50.361,78.154,69.586,65.483,69.772,65.966,50.498,50.243,71.812,52.169,48.012,56.113,41.979,44.641,58.565,73.385,63.694,60.032,70.238,44.678,67.395,41.335,55.512,49.493,51.295,70.31,67.156,55.207,67.413,57.16,56.499,48.225,61.622,63.543,61.655,51.338,58.69,50.007,53.964,50.113,47.702,66.655,56.3,66.254,53.471,51.091,50.709,69.613,67.271,56.527,48.938,74.393,71.562,69.541,71.235,74.188,75.87,45.325,66.891,55.306,69.771,62.174,72.763,47.09,57.64,55.173,54.204,65.897,75.778,64.455,68.368,50.989,68.767,69.768,52.531,52.954,75.799,62.765,68.217,61.124,52.013,60.185,48.42,55.531,66.889,57.923,54.173,81.769,55.46,54.786,63.438,65.904,58.296,58.682,44.318,59.597,50.584,62.783,62.652,65.266,51.738,55.103,50.761,58.173,71.966,57.01,58.418,61.434,70.178,64.294,69.548,72.142,60.027,60.627,67.387,64.451,63.538,52.118,67.576,62.94,69.618,78.502,68.715,58.667,62.114,59.028,63.931,59.421,68.018,59.246,47.359,69.848,68.745,60.536,54.622,68.176,63.639,46.069,63.45,85.636,45.571,59.157,65.873
64.574,64.425,64.453,72.314,45.973,60.626,43.599,63.127,68.411,75.777,49.663,69.184,52.632,56.915,73.013,54.755,61.807,69.157,59.488,56.608,55.568,42.893,52.463,58.828,64.061,47.471,60.685,63.69,49.821,74.391,59.032,59.618,49.194,41.869,68.205,56.545,60.192,52.884,65.053,65.617,57.924,72.145,72.275,57.616,58.425,59.192,79.325,51.716,51.424,64.678,59.145,68.1,59.079,52.127,34.736,39.072,54.893,50.805,74.186,75.308,69.163,66.348,71.053,54.578,52.043,70.396,46.903,51.39,51.576,44.986,51.231,54.437,66.689,57.329,71.795,67.716,58.48,58.71,53.412,53.484,49.745,62.188,60.615,62.591,56.165,63.18,51.742,48.689,54.792,62.211,61.97,61.834,51.368,58.127,46.682,63.931,52.732,53.99,60.724,55.695,60.538,52.594,51.042,49.504,74.874,59.618,51.161,58.569,71.559,74.357,69.973,78.718,69.279,78.111,45.264,62.033,59.083,70.9,61.498,61.47,48.736,60.922,52.333,53.993,60.55,76.697,61.343,67.597,49.882,67.407,63.378,49.279,47.381,66.891,66.973,61.086,54.436,44.187,59.006,55.331,61.827,69.849,56.355,56.81,74.395,52.89,48.23,62.832,63.686,60.107,61.305,37.966,56.421,61.014,57.322,60.792,68.021,49.962,60.007,42.922,55.672,70.875,58.865,61.545,60.006,66.868,67.965,70.27,61.991,62.7,60.28,61.699,68.405,69.369,47.849,68.258,62.743,60.944,74.661,63.456,59.564,61.541,57.807,66.771,58.645,67.351,54.512,44.029,71.896,71.404,59.259,47.243,68.178,66.696,43.014,69.473,83.804,42.906,63.923,60.306
72.421,60.913,68.746,74.158,36.304,60.986,43.522,66.234,76.978,80.118,50.517,61.751,51.347,59.464,72.592,47.365,60.411,58.685,59.875,66.432,52.385,42.492,58.18,58.799,65.146,52.113,58.895,64.945,51.204,71.486,69.526,65.251,51.01,52.358,69.741,60.038,58.595,55.385,66.246,69.996,57.975,66.484,67.323,55.488,58.54,59.585,77.014,53.563,54.577,61.339,68.847,67.608,59.933,58.733,36.371,37.264,60.781,41.512,72.83,72.202,71.001,72.089,71.893,53.477,50.186,68.166,47.144,52.798,47.926,49.571,48.864,48.487,71.639,58.911,70.783,70.508,60.656,57.668,51.777,61.258,52.69,59.764,64.979,75.358,64.152,60.539,55.012,47.35,54.578,61.319,63.806,63.623,53.005,55.558,48.426,61.376,53.809,56.745,64.947,52.86,63.571,54.127,58.064,55.041,71.909,60.198,53.283,57.195,73.117,86.249,73.136,81.244,73.087,75.899,50.708,59.134,53.405,70.677,59.188,59.162,53.969,58.073,55.435,48.495,66.48,66.865,65.387,59.941,48.348,75.118,56.786,47.645,46.699,69.179,75.899,65.828,60.968,43.106,63.089,60.803,61.88,74.38,53.7,54.212,71.803,58.215,47.813,62.059,69.228,63.633,64.881,37.233,60.722,62.091,54.64,59.134,72.612,43.911,61.846,33.792,58.622,64.961,57.837,62.473,57.124,54.163,61.539,64.939,63.76,67.678,60.63,59.412,73.256,65.701,46.985,69.785,64.666,56.87,76.16,62.418,62.134,59.118,54.968,61.088,63.305,63.691,56.381,49.842,73.01,73.275,56.144,56.257,76.44,68.612,55.948,69.397,79.598,46.791,63.342,58.558
73.387,60.325,71.471,74.855,38.355,61.304,40.492,71.594,72.416,77.005,45.705,61.232,52.563,62.304,66.921,51.917,61.038,56.501,60.147,64.529,53.022,41.532,62.818,60.815,66.462,55.703,58.248,74.603,52.596,72.433,69.68,59.817,51.518,52.344,75.309,61.012,59.02,56.631,69.805,71.919,61.761,66.906,66.439,57.564,55.946,59.563,79.955,53.119,59.18,59.044,72.624,64.725,56.451,55.87,40.778,39.199,52.224,46.753,70.357,68.56,74.146,68.576,70.956,45.862,52.187,66.729,43.784,52.107,51.228,57.399,45.055,44.77,71.175,58.063,66.306,62.917,68.368,62.099,55.157,50.319,52.043,63.795,71.98,73.158,65.689,59.351,53.181,42.511,54.902,61.472,68.983,64.819,59.181,59.531,49.044,58.567,54.926,56.196,58.446,51.413,60.186,53.692,60.394,61.095,71.011,63.199,61.673,56.767,75.508,81.432,67.729,77.868,68.551,74.427,51.351,58.228,55.467,75.469,61.118,55.508,54.978,56.545,51.531,52.451,64.68,68.726,66.487,55.463,42.373,71.749,52.153,48.805,45.7,71.871,73.527,66.298,60.886,43.656,65.724,62.989,64.726,75.293,52.346,51.63,69.575,60.729,48.033,64.836,67.432,63.452,60.334,34.603,60.894,58.078,50.741,55.807,73.14,41.945,62.298,36.619,62.009,66.304,59.344,56.023,58.515,50.911,62.421,67.134,70.425,66.132,56.915,62.445,72.497,63.944,46.038,66.174,61.159,56.358,82.241,62.341,65.815,68.722,58.435,62.96,65.594,60.19,54.396,47.793,76.829,75.415,52.238,52.875,69.212,69.092,55.422,71.951,77.595,46.41,65.611,61.557
